"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
405-2-000128,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북일동 1619-7,3,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5245108,126.5659875,2021-08-18
405-2-000129,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 991-38,30,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51289712,126.5350202,2021-08-18
405-2-000130,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북일동 1936,11,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5195859,126.5689103,2021-08-18
405-2-000131,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북일동 1930-4,18,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52231067,126.5628483,2021-08-18
405-2-000132,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북일동 1951-5,32,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52217384,126.5650465,2021-08-18
405-2-000133,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북일동 2130-6,46,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51424737,126.5625725,2021-08-18
405-2-000134,삼도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도일동 560-2,50,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49970056,126.5162703,2021-08-18
405-2-000135,삼도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도일동 533-10,6,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50137232,126.5196101,2021-08-18
405-2-000136,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양이동 1665-1,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50883359,126.5880937,2021-08-18
405-2-000137,연동 무료 주차장,공영,노외,,제주특별자치도 제주시 연동 1000,85,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.46958675,126.493244,2021-08-18
405-2-000138,연동 무료 주차장,공영,노외,,제주특별자치도 제주시 연동 302-4,6,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48853364,126.4968498,2021-08-18
405-2-000139,연동 무료 주차장,공영,노외,,제주특별자치도 제주시 연동 316,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4829666,126.497854,2021-08-18
405-2-000140,오라동 무료 주차장,공영,노외,,제주특별자치도 제주시 오라일동 1163-4,638,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4975411,126.5158767,2021-08-18
405-2-000141,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 161,31,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5115045,126.5381342,2021-08-18
405-2-000142,노형동 무료 주차장,공영,노외,,제주특별자치도 제주시 노형동 1423-1,31,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4831631,126.4773673,2021-08-18
405-2-000143,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북일동 1984-1,10,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51927361,126.5645131,2021-08-18
405-2-000144,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 429-7,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49775874,126.5425925,2021-08-18
405-2-000145,봉개동 무료 주차장,공영,노외,,제주특별자치도 제주시 봉개동 산78-1,200,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.44004881,126.6252034,2021-08-18
405-2-000146,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 918-30,100,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52004074,126.5342262,2021-08-18
405-2-000147,오라동 무료 주차장,공영,노외,,제주특별자치도 제주시 오라이동 100,156,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.46593384,126.5130266,2021-08-18
405-2-000148,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 1177,6,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51604715,126.530748,2021-08-18
405-2-000149,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 417-4,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49949149,126.5442746,2021-08-18
405-2-000150,모로왓 제1 공영주차장,공영,노외,,제주특별자치도 제주시 일도이동 488-1,121,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.51065194,126.5441847,2021-08-18
405-2-000151,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 2040-2,28,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48749422,126.5330268,2021-08-18
405-2-000152,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 2035-10,30,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48878399,126.5330696,2021-08-18
405-2-000153,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 2030-4,27,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48842955,126.534356,2021-08-18
405-2-000154,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 2026-9,27,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48694314,126.5352202,2021-08-18
405-2-000155,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1998-9,41,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49023692,126.5354769,2021-08-18
405-2-000156,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1999-1,39,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49038356,126.5364428,2021-08-18
405-2-000157,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 2003-7,29,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48884636,126.5360598,2021-08-18
405-2-000158,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 2008-1,38,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48929222,126.5379353,2021-08-18
405-2-000159,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 2021-12,33,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48657445,126.5375936,2021-08-18
405-2-000160,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 2017-1,39,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48840668,126.5385312,2021-08-18
405-2-000161,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1992-7,36,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49171076,126.5381314,2021-08-18
405-2-000162,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1994-1,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49273618,126.5386953,2021-08-18
405-2-000163,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1977-7,27,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4911772,126.5410564,2021-08-18
405-2-000164,이도2동 중앙,공영,노외,,제주특별자치도 제주시 이도이동 1982-15·17,33,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.4891129,126.5403163,2021-08-18
405-2-000165,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1982-1,17,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4905737,126.5426375,2021-08-18
405-2-000166,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1982-3,23,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4904315,126.542812,2021-08-18
405-2-000167,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라이동 3013-1,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4929127,126.5414362,2021-08-18
405-2-000168,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라이동 3013-11,17,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49198523,126.5423018,2021-08-18
405-2-000169,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라이동 3002-1,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49355607,,2021-08-18
405-2-000170,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라이동 3002-9,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49270897,126.5432796,2021-08-18
405-2-000171,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1968-5,29,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49458582,126.5426457,2021-08-18
405-2-000172,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라이동 3008-1,23,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49163916,126.544309,2021-08-18
405-2-000173,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1945-6,22,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49478575,126.545085,2021-08-18
405-2-000174,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1960-3,22,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4939987,126.5456254,2021-08-18
405-2-000175,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1954-4,23,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4943981,126.5473942,2021-08-18
405-2-000176,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담이동 2690-19,55,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5048175,126.510673,2021-08-18
405-2-000177,삼도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도일동 500-14,30,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50412432,126.5160227,2021-08-18
405-2-000178,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북일동 1933-8,32,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52307753,126.5644503,2021-08-18
405-2-000179,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 1029-96,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50999575,126.5305919,2021-08-18
405-2-000180,삼양동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼양이동 2124-6,26,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52282452,126.5863704,2021-08-18
405-2-000181,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 1077-47,4,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5148549,126.5343738,2021-08-18
405-2-000182,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북일동 4266-12,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52500429,126.5642247,2021-08-18
405-2-000183,원노형 푸른 제3 공영주차장,공영,노외,,제주특별자치도 제주시 노형동 740-2,44,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.47918643,126.4817187,2021-08-18
405-2-000184,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 984-3,16,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51263712,126.5366713,2021-08-18
405-2-000185,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북이동 3378-4,35,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50836251,126.5612276,2021-08-18
405-2-000186,모로왓 제2 공영주차장,공영,노외,,제주특별자치도 제주시 일도이동 510,150,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.51129653,126.5437973,2021-08-18
405-2-000187,오라동 무료 주차장,공영,노외,,제주특별자치도 제주시 오라이동 1375-1,21,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48953081,126.5125054,2021-08-18
405-2-000188,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 107,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49945666,126.5466857,2021-08-18
405-2-000189,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 1036-6,23,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50736212,126.530763,2021-08-18
405-2-000190,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 도남동 916-10,8,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4980277,126.5263841,2021-08-18
405-2-000191,삼도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도이동 1167-6,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51657014,126.5171235,2021-08-18
405-2-000192,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 112,47,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4994758,126.5494402620,2021-08-18
405-2-000193,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담이동 358-12,15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51166204,126.5122363,2021-08-18
405-2-000194,이도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도일동 1704-6,35,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5073647,126.5254059,2021-08-18
405-2-000195,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 도남동 910-1,18,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.497466,126.5256513,2021-08-18
405-2-000196,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 1006-35,12,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51231847,126.5339242,2021-08-18
405-2-000197,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 9,79,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49703931,126.5512133,2021-08-18
405-2-000198,이도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도일동 1696-9,23,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50781956,126.5265067,2021-08-18
405-2-000199,용담일동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담일동 262-13,11,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50627408,126.512596,2021-08-18
405-2-000200,건입동 무료 주차장,공영,노외,,제주특별자치도 제주시 건입동 1277-2,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.5159603,126.5328047,2021-08-18
405-2-000201,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 375,25,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49999003,126.538369,2021-08-18
405-2-000202,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 88-1,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49998666,126.5472902,2021-08-18
405-2-000203,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담이동 1691,33,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50056573,126.4967776,2021-08-18
405-2-000204,화북동 무료 주차장,공영,노외,,제주특별자치도 제주시 화북일동 1936-7,23,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.52343887,126.5660697,2021-08-18
405-2-000205,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 1029-99,9,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.510393,126.530639,2021-08-18
405-2-000206,일도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 일도이동 1020-1,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.51026652,126.5328784,2021-08-18
405-2-000207,이도이동 무료 주차장,공영,노외,,제주특별자치도 제주시 이도이동 1063-12,7,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.49612952,126.5366906,2021-08-18
405-2-000208,용담이동 무료 주차장,공영,노외,,제주특별자치도 제주시 용담이동 2745-10,32,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50262583,126.5046087,2021-08-18
405-2-000209,삼도일동 무료 주차장,공영,노외,,제주특별자치도 제주시 삼도일동 508-13,36,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.50418586,126.5173992,2021-08-18
405-2-000210,초남 공영주차장,공영,노외,,제주특별자치도 제주시 노형동 3782,65,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,15,500,,,,,,제주특별자치도 제주시,,33.48416157,126.4786517,2021-08-18
405-2-000211,노형동 무료 주차장,공영,노외,,제주특별자치도 제주시 노형동 3793,57,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48330099,126.4768484,2021-08-18
405-2-000212,노형동 무료 주차장,공영,노외,,제주특별자치도 제주시 노형동 3803-6,53,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48161587,126.4754469,2021-08-18
405-2-000213,노형동 무료 주차장,공영,노외,,제주특별자치도 제주시 노형동 3800-6,65,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.48053892,126.4773163,2021-08-18
405-2-000214,노형동 무료 주차장,공영,노외,,제주특별자치도 제주시 노형동 3812-3,49,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4779003,126.4768245,2021-08-18
405-2-000215,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6046-5,33,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47631491,126.5406921,2021-08-18
405-2-000216,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6051-4,20,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47355523,,2021-08-18
405-2-000217,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6059,19,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.4718017,126.5402405,2021-08-18
405-2-000218,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6096,31,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47522557,126.5438948,2021-08-18
405-2-000219,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6093-4,35,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.473773,126.5445753,2021-08-18
405-2-000220,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6106-3,28,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47533482,126.546292,2021-08-18
405-2-000221,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6111,43,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47680385,126.5477845,2021-08-18
405-2-000222,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6114-5,36,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47526924,126.548391,2021-08-18
405-2-000223,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6123,34,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47426176,126.5501291,2021-08-18
405-2-000224,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6128-4,24,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47381203,126.549448,2021-08-18
405-2-000225,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6131,36,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47291461,126.5490327,2021-08-18
405-2-000226,아라동 무료 주차장,공영,노외,,제주특별자치도 제주시 아라일동 6142-1,41,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0,0,0,0,,,,,,제주특별자치도 제주시,,33.47143696,126.5476746,2021-08-18
